ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
1689,Delhi,New Delhi,Locality_58,Villa,4,2756,268.08,0.1,1999,Furnished,27,4,26,1,8,Low,Yes,Yes,"Pool, Garden, Playground",South,Broker,Under_Construction
1690,Gujarat,Surat,Locality_132,Apartment,4,701,437.8,0.62,1996,Semi-furnished,11,8,29,3,3,Medium,Yes,No,Pool,West,Owner,Under_Construction
1691,Punjab,Ludhiana,Locality_197,Independent House,5,3097,189.7,0.06,1999,Unfurnished,28,25,26,2,4,High,Yes,No,Playground,North,Builder,Under_Construction
1692,Bihar,Gaya,Locality_243,Apartment,1,2897,363.59,0.13,2006,Unfurnished,3,7,19,9,8,High,Yes,Yes,Clubhouse,South,Owner,Under_Construction
1693,Assam,Silchar,Locality_463,Villa,2,1825,379.86,0.21,2006,Semi-furnished,25,11,19,4,5,Low,No,No,"Playground, Garden, Pool, Gym",West,Broker,Ready_to_Move
1694,West Bengal,Durgapur,Locality_468,Villa,1,4264,474.04,0.11,2010,Unfurnished,23,24,15,4,2,High,No,No,"Garden, Gym, Clubhouse, Playground, Pool",West,Owner,Ready_to_Move
1695,Telangana,Warangal,Locality_283,Villa,3,2735,126.67,0.05,2015,Semi-furnished,2,29,10,4,7,High,Yes,Yes,"Playground, Clubhouse, Garden, Gym",North,Builder,Under_Construction
1696,Delhi,New Delhi,Locality_430,Apartment,1,4843,390.11,0.08,1990,Semi-furnished,7,23,35,4,10,High,No,No,"Gym, Garden, Playground, Clubhouse",North,Builder,Under_Construction
1697,Rajasthan,Jaipur,Locality_461,Villa,4,3643,382.83,0.11,2001,Furnished,30,17,24,10,8,Low,No,Yes,"Gym, Playground, Garden, Clubhouse, Pool",East,Owner,Under_Construction
1698,Bihar,Patna,Locality_133,Independent House,5,1109,404.44,0.36,2003,Furnished,11,26,22,10,9,High,Yes,No,"Garden, Pool, Playground",East,Owner,Under_Construction
1699,Madhya Pradesh,Bhopal,Locality_395,Apartment,2,4875,486.09,0.1,2000,Unfurnished,13,27,25,7,8,Medium,No,No,"Garden, Gym, Pool, Clubhouse",East,Builder,Ready_to_Move
1700,Maharashtra,Nagpur,Locality_404,Independent House,3,4006,409.74,0.1,2010,Semi-furnished,2,8,15,3,10,Low,No,No,"Gym, Garden",North,Broker,Under_Construction
1701,Telangana,Hyderabad,Locality_441,Villa,1,4008,78.01,0.02,2005,Semi-furnished,12,23,20,10,5,Medium,No,No,"Gym, Pool",West,Broker,Ready_to_Move
1702,Karnataka,Mysore,Locality_196,Villa,3,1106,126.94,0.11,2010,Unfurnished,23,18,15,3,3,High,No,No,"Playground, Clubhouse, Gym, Pool",South,Builder,Under_Construction
1703,Andhra Pradesh,Vishakhapatnam,Locality_319,Independent House,3,2381,226.75,0.1,2003,Furnished,18,1,22,2,8,Low,Yes,No,"Playground, Garden",West,Builder,Ready_to_Move
1704,Assam,Silchar,Locality_456,Apartment,4,2458,294.87,0.12,2015,Unfurnished,13,29,10,8,10,High,Yes,Yes,"Clubhouse, Garden",South,Builder,Under_Construction
1705,Madhya Pradesh,Bhopal,Locality_120,Apartment,2,1524,101.52,0.07,2001,Unfurnished,14,29,24,9,3,Low,No,Yes,"Pool, Gym, Playground",South,Broker,Ready_to_Move
1706,Rajasthan,Jodhpur,Locality_430,Villa,1,3934,265.6,0.07,2018,Unfurnished,21,18,7,4,4,Medium,No,Yes,Pool,West,Builder,Under_Construction
1707,Andhra Pradesh,Vishakhapatnam,Locality_166,Independent House,3,1233,422.6,0.34,2022,Semi-furnished,0,3,3,5,10,Medium,Yes,Yes,"Playground, Pool, Clubhouse, Garden, Gym",East,Broker,Ready_to_Move
1708,Delhi,Dwarka,Locality_459,Independent House,1,3979,81.15,0.02,2006,Unfurnished,20,12,19,8,5,Medium,No,No,Pool,South,Owner,Under_Construction
1709,Madhya Pradesh,Indore,Locality_162,Villa,3,1696,107.21,0.06,2020,Semi-furnished,28,9,5,9,3,High,No,Yes,Pool,West,Broker,Ready_to_Move
1710,Rajasthan,Jodhpur,Locality_476,Villa,3,2242,313.47,0.14,2023,Semi-furnished,27,23,2,9,5,High,Yes,Yes,"Gym, Garden, Pool, Clubhouse",North,Builder,Ready_to_Move
1711,Maharashtra,Mumbai,Locality_400,Apartment,1,3523,466.43,0.13,2005,Unfurnished,24,2,20,7,8,Low,No,No,"Playground, Gym",East,Builder,Ready_to_Move
1712,Haryana,Gurgaon,Locality_249,Villa,3,4723,235.8,0.05,1996,Unfurnished,16,6,29,1,3,Medium,Yes,No,"Pool, Playground, Garden, Gym",East,Builder,Under_Construction
1713,Tamil Nadu,Coimbatore,Locality_144,Independent House,1,1987,255.71,0.13,1995,Unfurnished,5,11,30,1,7,High,Yes,Yes,"Garden, Playground, Pool",East,Broker,Under_Construction
1714,Haryana,Gurgaon,Locality_169,Villa,3,623,423.72,0.68,1990,Semi-furnished,13,21,35,6,3,Low,Yes,Yes,"Gym, Pool, Clubhouse, Garden, Playground",North,Broker,Ready_to_Move
1715,West Bengal,Durgapur,Locality_328,Apartment,3,972,316.01,0.33,2015,Semi-furnished,11,8,10,5,1,Medium,No,Yes,"Pool, Gym, Clubhouse, Playground",East,Broker,Under_Construction
1716,West Bengal,Kolkata,Locality_205,Independent House,2,1483,32.86,0.02,1997,Furnished,8,14,28,8,9,Medium,Yes,No,"Garden, Pool, Gym, Clubhouse, Playground",East,Builder,Ready_to_Move
1717,Karnataka,Mangalore,Locality_419,Villa,2,975,190.56,0.2,2003,Semi-furnished,21,13,22,5,1,High,Yes,Yes,"Garden, Pool, Playground, Gym, Clubhouse",East,Owner,Under_Construction
1718,Kerala,Kochi,Locality_194,Independent House,3,1667,98.66,0.06,2012,Semi-furnished,19,17,13,9,8,Medium,No,No,"Playground, Clubhouse",South,Owner,Under_Construction
1719,Odisha,Cuttack,Locality_338,Apartment,4,3157,21.35,0.01,1993,Semi-furnished,27,1,32,5,6,Medium,No,No,"Garden, Gym, Clubhouse",East,Owner,Under_Construction
1720,West Bengal,Kolkata,Locality_496,Apartment,1,1864,11.36,0.01,2014,Unfurnished,2,7,11,7,2,Medium,No,Yes,"Gym, Garden, Clubhouse, Playground, Pool",West,Builder,Under_Construction
1721,Odisha,Cuttack,Locality_223,Apartment,1,1658,312.73,0.19,2012,Unfurnished,8,23,13,7,8,High,No,No,"Garden, Pool, Gym, Playground",East,Broker,Under_Construction
1722,Bihar,Gaya,Locality_398,Independent House,2,1472,121.32,0.08,2010,Semi-furnished,18,22,15,3,5,High,No,Yes,"Clubhouse, Playground, Gym, Pool",East,Owner,Under_Construction
1723,Uttarakhand,Haridwar,Locality_397,Apartment,2,4260,291.7,0.07,2015,Furnished,2,20,10,4,6,High,No,Yes,"Pool, Playground",South,Broker,Ready_to_Move
1724,Maharashtra,Pune,Locality_271,Independent House,5,4973,87.36,0.02,1994,Unfurnished,14,6,31,7,7,Low,Yes,Yes,"Pool, Playground, Clubhouse, Garden, Gym",South,Builder,Ready_to_Move
1725,Delhi,New Delhi,Locality_62,Apartment,5,1326,490.25,0.37,2001,Unfurnished,6,28,24,7,8,Medium,No,No,"Garden, Pool, Gym, Playground, Clubhouse",East,Broker,Under_Construction
1726,Maharashtra,Mumbai,Locality_314,Apartment,3,2849,135.86,0.05,2003,Furnished,22,5,22,5,4,High,Yes,Yes,"Pool, Playground, Garden, Gym, Clubhouse",West,Owner,Under_Construction
1727,Punjab,Ludhiana,Locality_163,Apartment,4,2355,22.64,0.01,1993,Unfurnished,23,28,32,1,4,Low,Yes,No,Pool,South,Broker,Ready_to_Move
1728,Uttar Pradesh,Lucknow,Locality_333,Apartment,3,2080,34.89,0.02,2012,Furnished,10,20,13,8,5,High,Yes,No,Clubhouse,South,Builder,Ready_to_Move
1729,West Bengal,Kolkata,Locality_436,Villa,2,664,350.39,0.53,2011,Semi-furnished,19,23,14,2,3,High,No,Yes,"Playground, Clubhouse",South,Builder,Ready_to_Move
1730,Chhattisgarh,Bilaspur,Locality_84,Villa,4,2048,476.61,0.23,2022,Semi-furnished,10,13,3,3,2,Low,No,No,"Pool, Clubhouse, Gym, Playground",North,Broker,Ready_to_Move
1731,Uttarakhand,Haridwar,Locality_86,Villa,2,3571,318.93,0.09,2016,Semi-furnished,24,9,9,4,7,High,Yes,No,"Pool, Clubhouse, Gym, Garden, Playground",West,Owner,Under_Construction
1732,Assam,Silchar,Locality_98,Apartment,1,4118,137.55,0.03,1990,Unfurnished,2,23,35,9,5,High,Yes,No,"Garden, Clubhouse, Pool, Gym",West,Owner,Ready_to_Move
1733,Telangana,Warangal,Locality_76,Villa,4,2283,213.92,0.09,1997,Unfurnished,7,6,28,7,8,High,No,Yes,"Clubhouse, Gym, Pool",North,Broker,Under_Construction
1734,Tamil Nadu,Chennai,Locality_230,Villa,4,2027,454.02,0.22,2019,Semi-furnished,18,18,6,9,4,High,No,No,"Garden, Pool",North,Owner,Ready_to_Move
1735,Kerala,Trivandrum,Locality_239,Independent House,5,3127,447.02,0.14,2000,Furnished,10,16,25,6,10,High,No,No,"Garden, Gym",North,Builder,Ready_to_Move
1736,Rajasthan,Jaipur,Locality_95,Independent House,3,4748,112.72,0.02,1993,Unfurnished,2,9,32,9,8,Medium,No,Yes,"Clubhouse, Playground, Garden",West,Builder,Under_Construction
1737,Kerala,Trivandrum,Locality_316,Apartment,5,3221,258.12,0.08,2003,Unfurnished,9,29,22,9,9,Medium,Yes,No,Clubhouse,North,Builder,Under_Construction
1738,Tamil Nadu,Chennai,Locality_185,Apartment,1,1473,38.65,0.03,2005,Furnished,15,2,20,1,6,High,No,Yes,"Playground, Gym, Clubhouse, Garden",South,Broker,Ready_to_Move
1739,Karnataka,Mangalore,Locality_322,Apartment,5,616,95.62,0.16,2015,Furnished,19,21,10,5,7,Medium,No,No,"Clubhouse, Gym",South,Owner,Ready_to_Move
1740,Rajasthan,Jaipur,Locality_283,Independent House,4,1091,40.53,0.04,2022,Semi-furnished,21,30,3,3,5,Medium,Yes,No,"Pool, Clubhouse",West,Builder,Under_Construction
1741,Telangana,Warangal,Locality_35,Villa,1,3319,208.94,0.06,2011,Furnished,0,13,14,8,9,Low,No,Yes,Pool,West,Builder,Ready_to_Move
1742,Uttarakhand,Haridwar,Locality_470,Villa,5,2996,493.43,0.16,2023,Semi-furnished,10,30,2,7,6,High,Yes,Yes,"Playground, Pool, Clubhouse, Gym",West,Owner,Ready_to_Move
1743,Bihar,Gaya,Locality_192,Independent House,4,776,62.49,0.08,2007,Furnished,6,20,18,5,7,Low,Yes,No,Clubhouse,South,Owner,Ready_to_Move
1744,Delhi,New Delhi,Locality_357,Independent House,2,1981,81.32,0.04,2012,Unfurnished,20,4,13,6,5,Medium,Yes,No,"Pool, Gym, Garden",East,Broker,Ready_to_Move
1745,Tamil Nadu,Chennai,Locality_5,Independent House,1,3629,499.85,0.14,2022,Furnished,12,10,3,5,2,Low,Yes,Yes,"Gym, Clubhouse, Playground",East,Broker,Ready_to_Move
1746,Odisha,Cuttack,Locality_292,Independent House,5,3767,50.7,0.01,2010,Semi-furnished,17,19,15,3,4,Medium,Yes,No,"Playground, Clubhouse, Garden, Gym",West,Builder,Ready_to_Move
1747,Uttarakhand,Dehradun,Locality_185,Independent House,3,528,390.32,0.74,2011,Semi-furnished,7,5,14,10,4,Medium,Yes,Yes,"Gym, Clubhouse",West,Owner,Ready_to_Move
1748,Chhattisgarh,Bilaspur,Locality_79,Villa,2,4847,256.18,0.05,2001,Furnished,4,17,24,6,10,High,Yes,No,Pool,North,Owner,Under_Construction
1749,Maharashtra,Nagpur,Locality_273,Apartment,1,3206,375.29,0.12,2020,Unfurnished,28,3,5,9,7,Low,Yes,No,"Gym, Garden, Clubhouse, Playground, Pool",East,Builder,Under_Construction
1750,Assam,Guwahati,Locality_308,Apartment,5,747,119.13,0.16,2008,Semi-furnished,28,16,17,2,10,Medium,Yes,Yes,"Playground, Clubhouse, Pool",South,Owner,Ready_to_Move
1751,Jharkhand,Jamshedpur,Locality_481,Independent House,2,4797,267.25,0.06,1993,Semi-furnished,16,11,32,2,10,High,Yes,Yes,"Pool, Garden",South,Builder,Under_Construction
1752,Rajasthan,Jaipur,Locality_176,Independent House,1,3251,12.21,0.0,1995,Furnished,0,16,30,9,2,Medium,No,No,Playground,West,Builder,Under_Construction
1753,West Bengal,Kolkata,Locality_386,Independent House,5,2316,338.06,0.15,2008,Semi-furnished,28,22,17,2,10,Medium,No,Yes,"Clubhouse, Garden",North,Broker,Ready_to_Move
1754,Kerala,Trivandrum,Locality_357,Villa,3,1726,150.53,0.09,1991,Unfurnished,8,8,34,7,1,High,Yes,No,"Clubhouse, Playground",West,Owner,Ready_to_Move
1755,Telangana,Warangal,Locality_323,Independent House,1,1269,392.75,0.31,1998,Semi-furnished,27,10,27,7,9,Low,No,No,"Garden, Clubhouse, Gym",South,Owner,Under_Construction
1756,Maharashtra,Nagpur,Locality_411,Villa,2,1346,27.76,0.02,1999,Furnished,16,19,26,3,10,High,No,Yes,Clubhouse,South,Broker,Under_Construction
1757,Uttarakhand,Haridwar,Locality_500,Apartment,5,2365,157.01,0.07,1990,Unfurnished,12,24,35,9,3,Medium,Yes,No,"Garden, Clubhouse",West,Owner,Under_Construction
1758,Madhya Pradesh,Indore,Locality_73,Apartment,3,4860,234.74,0.05,2017,Semi-furnished,3,24,8,1,8,High,Yes,No,"Clubhouse, Pool, Garden, Playground",East,Broker,Under_Construction
1759,Rajasthan,Jaipur,Locality_209,Independent House,1,2479,338.66,0.14,2003,Furnished,29,24,22,6,3,High,No,No,"Gym, Playground, Pool, Clubhouse, Garden",South,Builder,Ready_to_Move
1760,Jharkhand,Ranchi,Locality_331,Apartment,5,2327,471.55,0.2,2021,Furnished,14,11,4,9,9,High,Yes,No,"Gym, Garden, Clubhouse, Pool",West,Builder,Ready_to_Move
1761,Telangana,Warangal,Locality_178,Villa,2,4386,88.45,0.02,2011,Semi-furnished,9,30,14,6,6,High,No,No,"Playground, Clubhouse, Garden",North,Builder,Under_Construction
1762,Gujarat,Ahmedabad,Locality_95,Apartment,3,1366,290.67,0.21,2011,Unfurnished,27,21,14,6,3,High,Yes,No,"Gym, Pool",East,Owner,Under_Construction
1763,Delhi,New Delhi,Locality_334,Apartment,4,2538,59.79,0.02,2021,Unfurnished,12,19,4,8,6,Low,Yes,No,Clubhouse,North,Owner,Under_Construction
1764,Assam,Guwahati,Locality_440,Villa,2,3475,370.66,0.11,2003,Semi-furnished,22,1,22,6,2,Medium,No,Yes,Garden,East,Broker,Under_Construction
1765,Madhya Pradesh,Bhopal,Locality_110,Villa,1,1096,411.44,0.38,2002,Unfurnished,12,2,23,4,7,Medium,No,Yes,"Clubhouse, Pool, Playground, Gym",North,Owner,Under_Construction
1766,Delhi,Dwarka,Locality_274,Apartment,3,1404,430.11,0.31,2023,Unfurnished,28,11,2,7,5,Low,No,No,"Clubhouse, Garden",South,Broker,Under_Construction
1767,Assam,Guwahati,Locality_26,Villa,2,3996,391.37,0.1,2023,Unfurnished,11,16,2,4,4,Low,No,Yes,"Playground, Pool, Clubhouse",North,Owner,Ready_to_Move
1768,Chhattisgarh,Raipur,Locality_485,Apartment,1,3458,258.25,0.07,2006,Unfurnished,8,9,19,1,3,High,No,No,"Pool, Clubhouse, Garden",East,Broker,Under_Construction
1769,Assam,Guwahati,Locality_443,Villa,2,3176,458.95,0.14,2014,Unfurnished,10,2,11,9,6,High,No,No,"Playground, Gym, Clubhouse",North,Builder,Under_Construction
1770,Assam,Guwahati,Locality_129,Villa,4,1542,305.95,0.2,2007,Furnished,20,24,18,9,4,Low,No,Yes,Clubhouse,West,Broker,Ready_to_Move
1771,Chhattisgarh,Bilaspur,Locality_85,Villa,3,514,388.43,0.76,2017,Unfurnished,1,1,8,9,7,High,Yes,No,"Pool, Gym, Clubhouse",South,Owner,Ready_to_Move
1772,Maharashtra,Mumbai,Locality_179,Villa,4,1235,442.22,0.36,1992,Furnished,27,13,33,3,1,High,No,Yes,"Clubhouse, Gym, Garden, Pool",West,Owner,Ready_to_Move
1773,Andhra Pradesh,Vishakhapatnam,Locality_115,Villa,2,2116,86.29,0.04,2003,Semi-furnished,10,13,22,9,2,Low,No,Yes,"Clubhouse, Garden, Playground, Gym, Pool",East,Builder,Under_Construction
1774,Odisha,Cuttack,Locality_260,Apartment,2,2673,54.97,0.02,2009,Furnished,11,6,16,4,2,High,No,Yes,"Garden, Gym, Playground, Clubhouse",West,Builder,Under_Construction
1775,Karnataka,Mangalore,Locality_5,Independent House,4,546,155.59,0.28,2021,Unfurnished,5,5,4,9,5,High,Yes,No,"Pool, Garden, Clubhouse",South,Owner,Ready_to_Move
1776,Andhra Pradesh,Vijayawada,Locality_457,Villa,1,4200,212.31,0.05,2009,Semi-furnished,23,22,16,2,3,Medium,No,Yes,"Clubhouse, Gym, Playground",South,Builder,Ready_to_Move
1777,Madhya Pradesh,Indore,Locality_209,Independent House,1,4300,236.61,0.06,2012,Furnished,23,8,13,5,10,Medium,No,Yes,"Gym, Clubhouse, Pool",West,Owner,Ready_to_Move
1778,Punjab,Amritsar,Locality_272,Apartment,4,1400,222.64,0.16,1993,Semi-furnished,6,17,32,2,4,Low,No,No,Pool,South,Owner,Under_Construction
1779,Maharashtra,Pune,Locality_68,Independent House,3,1878,403.02,0.21,2015,Unfurnished,25,3,10,8,1,Low,Yes,Yes,Pool,East,Builder,Ready_to_Move
1780,Madhya Pradesh,Bhopal,Locality_474,Villa,2,1082,315.92,0.29,2009,Semi-furnished,2,9,16,5,4,Medium,Yes,No,Playground,North,Broker,Ready_to_Move
1781,Delhi,New Delhi,Locality_187,Apartment,3,3609,174.45,0.05,1998,Unfurnished,0,28,27,9,6,High,No,No,Pool,East,Broker,Ready_to_Move
1782,Madhya Pradesh,Indore,Locality_351,Independent House,1,4806,299.38,0.06,2021,Furnished,6,3,4,1,7,High,Yes,No,"Pool, Playground, Clubhouse, Gym",North,Builder,Under_Construction
1783,Rajasthan,Jodhpur,Locality_367,Apartment,4,3419,211.39,0.06,2017,Furnished,10,27,8,4,9,Medium,No,No,"Pool, Gym, Garden, Playground, Clubhouse",West,Builder,Ready_to_Move
1784,Tamil Nadu,Chennai,Locality_401,Independent House,4,4698,358.76,0.08,1997,Unfurnished,8,23,28,8,7,Low,Yes,Yes,"Garden, Clubhouse, Gym, Playground",South,Broker,Ready_to_Move
1785,Jharkhand,Ranchi,Locality_260,Independent House,5,4436,231.15,0.05,2013,Furnished,10,8,12,7,9,Low,No,Yes,"Pool, Playground, Garden, Gym",North,Builder,Ready_to_Move
1786,Haryana,Faridabad,Locality_233,Apartment,5,1010,462.58,0.46,1994,Unfurnished,5,15,31,5,6,Low,No,Yes,Gym,East,Owner,Ready_to_Move
1787,West Bengal,Kolkata,Locality_207,Independent House,4,2773,232.92,0.08,1992,Furnished,2,6,33,4,5,High,Yes,Yes,"Garden, Clubhouse, Pool",West,Builder,Ready_to_Move
1788,Karnataka,Mangalore,Locality_476,Villa,4,663,15.64,0.02,2010,Unfurnished,17,15,15,10,1,High,No,No,"Playground, Clubhouse",North,Owner,Ready_to_Move
1789,Madhya Pradesh,Bhopal,Locality_174,Apartment,3,4889,480.91,0.1,1995,Unfurnished,7,30,30,1,1,High,Yes,No,Garden,East,Owner,Ready_to_Move
1790,Chhattisgarh,Raipur,Locality_462,Villa,2,4709,50.56,0.01,2002,Semi-furnished,16,19,23,6,1,Medium,No,Yes,"Gym, Playground",North,Owner,Ready_to_Move
1791,Haryana,Faridabad,Locality_190,Independent House,3,4996,167.79,0.03,2016,Semi-furnished,28,7,9,1,4,Low,No,No,"Garden, Gym, Pool, Playground",East,Owner,Under_Construction
1792,Gujarat,Ahmedabad,Locality_227,Independent House,3,1448,314.25,0.22,2023,Unfurnished,21,13,2,6,1,High,No,Yes,"Gym, Garden",South,Builder,Ready_to_Move
1793,Bihar,Patna,Locality_406,Apartment,3,542,101.09,0.19,2015,Furnished,15,30,10,8,1,Medium,No,Yes,"Pool, Playground, Clubhouse, Gym, Garden",West,Owner,Under_Construction
1794,Odisha,Cuttack,Locality_395,Independent House,1,2968,205.02,0.07,2021,Semi-furnished,22,28,4,3,7,Low,No,No,"Pool, Gym, Clubhouse, Garden, Playground",East,Broker,Under_Construction
1795,Gujarat,Ahmedabad,Locality_418,Independent House,2,3625,66.47,0.02,2004,Unfurnished,10,4,21,1,3,High,Yes,No,"Gym, Pool",East,Builder,Under_Construction
1796,West Bengal,Kolkata,Locality_447,Independent House,5,4303,61.9,0.01,1999,Semi-furnished,16,14,26,5,1,Low,Yes,No,"Pool, Playground, Garden, Clubhouse",North,Broker,Ready_to_Move
1797,Delhi,New Delhi,Locality_180,Apartment,1,2142,303.37,0.14,2004,Semi-furnished,21,8,21,3,5,Medium,Yes,No,"Gym, Clubhouse, Pool, Garden",West,Broker,Ready_to_Move
1798,Bihar,Patna,Locality_465,Villa,5,2834,474.84,0.17,2005,Unfurnished,23,5,20,8,8,Medium,No,No,"Gym, Playground",West,Broker,Under_Construction
1799,Karnataka,Bangalore,Locality_251,Apartment,1,1539,75.33,0.05,1998,Furnished,17,27,27,1,10,High,Yes,No,"Pool, Gym, Garden",North,Owner,Under_Construction
1800,Kerala,Trivandrum,Locality_384,Independent House,3,3720,66.06,0.02,2006,Furnished,23,13,19,10,1,Medium,Yes,Yes,"Gym, Garden, Clubhouse, Playground",East,Owner,Under_Construction
1801,Uttar Pradesh,Noida,Locality_386,Villa,1,4529,240.98,0.05,2003,Semi-furnished,3,19,22,5,4,High,Yes,No,"Garden, Clubhouse, Playground, Gym, Pool",East,Broker,Under_Construction
1802,Karnataka,Bangalore,Locality_217,Apartment,2,3537,403.11,0.11,2018,Unfurnished,16,17,7,9,6,High,Yes,Yes,"Pool, Garden",West,Broker,Under_Construction
1803,Uttar Pradesh,Noida,Locality_149,Independent House,3,2690,195.7,0.07,2021,Semi-furnished,28,6,4,2,6,Low,No,No,Clubhouse,East,Owner,Ready_to_Move
1804,Karnataka,Mangalore,Locality_482,Independent House,5,4721,133.33,0.03,2009,Semi-furnished,11,25,16,1,4,Low,No,Yes,"Playground, Garden, Clubhouse, Pool",North,Broker,Under_Construction
1805,Haryana,Faridabad,Locality_175,Independent House,2,2867,190.22,0.07,2007,Semi-furnished,18,24,18,7,4,Medium,Yes,No,"Pool, Gym, Playground",North,Builder,Under_Construction
1806,Kerala,Trivandrum,Locality_330,Independent House,1,904,461.9,0.51,2002,Semi-furnished,6,11,23,1,4,Low,No,No,"Clubhouse, Gym",East,Owner,Under_Construction
1807,Assam,Silchar,Locality_14,Villa,1,2855,363.11,0.13,2011,Unfurnished,0,8,14,10,10,Low,Yes,No,"Garden, Playground",West,Broker,Ready_to_Move
1808,Andhra Pradesh,Vijayawada,Locality_184,Independent House,5,3168,147.24,0.05,2010,Furnished,7,4,15,7,7,Low,Yes,No,"Clubhouse, Pool, Playground, Garden, Gym",East,Owner,Ready_to_Move
1809,Chhattisgarh,Bilaspur,Locality_235,Villa,5,1253,46.58,0.04,1995,Unfurnished,22,19,30,8,4,Medium,No,No,"Gym, Clubhouse, Playground, Garden",West,Owner,Under_Construction
1810,Odisha,Cuttack,Locality_68,Apartment,1,4796,475.09,0.1,2006,Furnished,30,29,19,4,2,Low,Yes,No,"Clubhouse, Garden, Playground, Pool, Gym",South,Broker,Ready_to_Move
1811,Punjab,Amritsar,Locality_90,Apartment,2,2240,116.44,0.05,1994,Unfurnished,1,30,31,7,7,High,No,No,"Playground, Pool",East,Broker,Ready_to_Move
1812,Karnataka,Mysore,Locality_247,Apartment,5,4395,438.34,0.1,1990,Furnished,27,2,35,3,6,Low,No,Yes,"Clubhouse, Pool",East,Owner,Under_Construction
1813,Uttar Pradesh,Lucknow,Locality_108,Independent House,3,2845,225.11,0.08,2018,Unfurnished,19,2,7,8,2,Medium,Yes,Yes,Gym,East,Owner,Under_Construction
1814,Kerala,Trivandrum,Locality_329,Villa,5,3589,287.97,0.08,1995,Furnished,2,22,30,3,2,High,No,Yes,"Pool, Clubhouse, Playground, Gym, Garden",East,Builder,Under_Construction
1815,Madhya Pradesh,Indore,Locality_359,Villa,3,2179,390.27,0.18,1994,Furnished,9,19,31,2,1,Medium,No,Yes,"Gym, Garden, Pool, Clubhouse, Playground",South,Broker,Under_Construction
1816,Karnataka,Mangalore,Locality_113,Apartment,2,1757,185.6,0.11,2013,Unfurnished,2,1,12,6,6,High,No,No,"Clubhouse, Gym, Garden, Playground, Pool",East,Builder,Under_Construction
1817,Haryana,Gurgaon,Locality_478,Villa,5,2435,73.07,0.03,1990,Furnished,27,1,35,5,3,Medium,Yes,No,"Pool, Clubhouse, Playground",South,Owner,Ready_to_Move
1818,Punjab,Amritsar,Locality_61,Villa,2,850,402.25,0.47,1995,Furnished,25,19,30,8,7,Low,Yes,No,Gym,West,Broker,Ready_to_Move
1819,Tamil Nadu,Chennai,Locality_101,Villa,4,4069,84.11,0.02,2002,Furnished,16,15,23,1,4,Low,Yes,Yes,"Pool, Playground, Clubhouse, Garden, Gym",South,Builder,Ready_to_Move
